Station_Names,YEAR,Month,Temprature,Rainfall
Rangamati,1969,8,34.3,740
Rangamati,1969,9,35.6,326
Rangamati,1969,10,33.7,50
Rangamati,1969,11,32.3,41
Rangamati,1969,12,29.4,0
Rangpur,1969,1,26.9,19
Rangpur,1969,2,31,1
Rangpur,1969,3,35.6,55
Rangpur,1969,4,37.7,88
Rangpur,1969,5,36.6,295
Rangpur,1969,6,37.2,407
Rangpur,1969,7,37.7,636
Rangpur,1969,8,36.4,420
Rangpur,1969,9,34.4,309
Rangpur,1969,10,32.9,45
Rangpur,1969,11,31.4,38
Rangpur,1969,12,26.7,0
Sandwip,1969,1,26.1,0
Sandwip,1969,2,31.1,0
Sandwip,1969,3,33.1,0
Sandwip,1969,4,34.6,171
Sandwip,1969,5,35.6,151
Sandwip,1969,6,32.5,428
Sandwip,1969,7,32.6,944
Sandwip,1969,8,31.6,978
Sandwip,1969,9,35.1,279
Sandwip,1969,10,31.5,256
Sandwip,1969,11,32.1,0
Sandwip,1969,12,28.6,0
Satkhira,1969,1,29.4,0
Satkhira,1969,2,31.7,0
Satkhira,1969,3,37.2,62
Satkhira,1969,4,37.2,254
Satkhira,1969,5,37.5,18
Satkhira,1969,6,36.2,91
Satkhira,1969,7,35,184
Satkhira,1969,8,34.4,578
Satkhira,1969,9,35,550
Satkhira,1969,10,33.3,130
Satkhira,1969,11,32.4,0
Satkhira,1969,12,28.9,0
Srimangal,1969,1,28.3,71
Srimangal,1969,2,34.4,0
Srimangal,1969,3,35.5,80
Srimangal,1969,4,36.6,395
Srimangal,1969,5,36.3,21
Srimangal,1969,6,35.5,480
Srimangal,1969,7,37.8,313
Srimangal,1969,8,34.4,523
Srimangal,1969,9,34.9,158
Srimangal,1969,10,33.3,112
Srimangal,1969,11,31.6,22
Srimangal,1969,12,28,0
Sylhet,1969,1,27.9,12
Sylhet,1969,2,32.9,0
Sylhet,1969,3,33.4,187
Sylhet,1969,4,34.1,376
Sylhet,1969,5,35.6,459
Sylhet,1969,6,33.9,704
Sylhet,1969,7,34.7,738
Sylhet,1969,8,33.9,964
Sylhet,1969,9,35.3,162
Sylhet,1969,10,33.9,115
Sylhet,1969,11,32,40
Sylhet,1969,12,28.7,0
Barisal,1970,1,26.7,0
Barisal,1970,2,31.6,24
Barisal,1970,3,35.4,5
Barisal,1970,4,35,91
Barisal,1970,5,35.6,124
Barisal,1970,6,33.7,408
Barisal,1970,7,34.4,530
Barisal,1970,8,33.3,317
Barisal,1970,9,32.8,571
Barisal,1970,10,33.1,253
Barisal,1970,11,31.2,90
Barisal,1970,12,27.2,0
Bhola,1970,1,26.9,0
Bhola,1970,2,30.8,26
Bhola,1970,3,35.2,4
Bhola,1970,4,36.3,70
Bhola,1970,5,35.7,69
Bhola,1970,6,34.7,402
Bhola,1970,7,34.1,416
Bhola,1970,8,33.8,287
Bhola,1970,9,32.7,503
Bhola,1970,10,31.4,288
Bhola,1970,11,31.5,9
Bhola,1970,12,27.4,0
Bogra,1970,1,25.7,0
Bogra,1970,2,37.8,0
Bogra,1970,3,43.4,0
Bogra,1970,4,43.7,0
Bogra,1970,5,43.6,113
Bogra,1970,6,37.8,506
Bogra,1970,7,33.9,629
Bogra,1970,8,35,171
Bogra,1970,9,33.9,201
Bogra,1970,10,32.8,164
Bogra,1970,11,30.9,10
Bogra,1970,12,30.6,0
Chandpur,1970,1,25.6,0
Chandpur,1970,2,31.1,0
Chandpur,1970,3,35.6,13
Chandpur,1970,4,35,71
Chandpur,1970,5,35.6,57
Chandpur,1970,6,34.4,387
Chandpur,1970,7,34.4,433
Chandpur,1970,8,33.9,172
Chandpur,1970,9,33.3,208
Chandpur,1970,10,33.3,238
Chandpur,1970,11,32.2,1
Chandpur,1970,12,26.6,0
Chittagong (IAP-Patenga),1970,1,27.9,1
Chittagong (IAP-Patenga),1970,2,30.2,20
Chittagong (IAP-Patenga),1970,3,35,2
Chittagong (IAP-Patenga),1970,4,35.6,40
Chittagong (IAP-Patenga),1970,5,34,158
Chittagong (IAP-Patenga),1970,6,33.4,313
Chittagong (IAP-Patenga),1970,7,33.7,1041
Chittagong (IAP-Patenga),1970,8,33.3,405
Chittagong (IAP-Patenga),1970,9,33.3,317
Chittagong (IAP-Patenga),1970,10,33.7,380
Chittagong (IAP-Patenga),1970,11,30.8,151
Chittagong (IAP-Patenga),1970,12,27.9,0
Comilla,1970,1,27.8,20
Comilla,1970,2,31.7,9
Comilla,1970,3,36.7,63
Comilla,1970,4,35.2,134
Comilla,1970,5,36.1,187
Comilla,1970,6,34.4,129
Comilla,1970,7,35,546
Comilla,1970,8,33.9,240
Comilla,1970,9,35.6,37
Comilla,1970,10,33.9,284
Comilla,1970,11,32.8,74
Comilla,1970,12,27.7,9
Cox's Bazar,1970,1,28.3,0
Cox's Bazar,1970,2,33.9,40
Cox's Bazar,1970,3,32.9,0
Cox's Bazar,1970,4,34.4,69
Cox's Bazar,1970,5,36.2,331
Cox's Bazar,1970,6,32.8,578
Cox's Bazar,1970,7,31.7,1424
Cox's Bazar,1970,8,33.6,598
Cox's Bazar,1970,9,32.2,308
Cox's Bazar,1970,10,33.1,458
Cox's Bazar,1970,11,30.8,67
Cox's Bazar,1970,12,28.3,0
Dhaka,1970,1,27.8,16
Dhaka,1970,2,32.3,8
Dhaka,1970,3,37.2,23
Dhaka,1970,4,36.9,45
Dhaka,1970,5,37.2,192
Dhaka,1970,6,34.4,276
Dhaka,1970,7,34.2,496
Dhaka,1970,8,34.2,280
Dhaka,1970,9,33.3,200
Dhaka,1970,10,32.9,427
Dhaka,1970,11,30.9,32
Dhaka,1970,12,27.8,0
Dinajpur,1970,1,25.8,42
Dinajpur,1970,2,30.6,0
Dinajpur,1970,3,37.2,1
Dinajpur,1970,4,37.2,76
Dinajpur,1970,5,36.7,74
Dinajpur,1970,6,36.7,253
Dinajpur,1970,7,35,586
Dinajpur,1970,8,35.6,126
Dinajpur,1970,9,35,217
Dinajpur,1970,10,32.9,48
Dinajpur,1970,11,32.2,0
Dinajpur,1970,12,29.4,0
Faridpur,1970,1,25.6,12
Faridpur,1970,2,31.1,15
Faridpur,1970,3,36.1,25
Faridpur,1970,4,37.2,68
Faridpur,1970,5,37.2,173
Faridpur,1970,6,35,308
Faridpur,1970,7,34.4,382
Faridpur,1970,8,34.4,291
Faridpur,1970,9,36.7,433
Faridpur,1970,10,32.8,413
Faridpur,1970,11,31.1,32
Faridpur,1970,12,27.2,0
Hatiya,1970,1,26.1,0
Hatiya,1970,2,30.9,64
Hatiya,1970,3,33.4,6
Hatiya,1970,4,32.7,44
Hatiya,1970,5,32.2,131
Hatiya,1970,6,31.8,468
Hatiya,1970,7,31.9,584
Hatiya,1970,8,33.3,512
Hatiya,1970,9,31.6,521
Hatiya,1970,10,31.7,390
Hatiya,1970,11,30.4,50
Hatiya,1970,12,27,7
Ishurdi,1970,1,25.7,0
Ishurdi,1970,2,30.3,9
Ishurdi,1970,3,39.2,15
Ishurdi,1970,4,39.3,72
Ishurdi,1970,5,44,176
Ishurdi,1970,6,37.1,276
Ishurdi,1970,7,35.3,306
Ishurdi,1970,8,34.5,241
Ishurdi,1970,9,34.4,261
Ishurdi,1970,10,31.8,93
Ishurdi,1970,11,37.8,8
Ishurdi,1970,12,27.1,5
Jessore,1970,1,27.4,31
Jessore,1970,2,32.5,30
Jessore,1970,3,37.4,45
Jessore,1970,4,37.4,87
Jessore,1970,5,37.2,29
Jessore,1970,6,37.2,352
Jessore,1970,7,35.6,415
Jessore,1970,8,35,280
Jessore,1970,9,34.2,490
Jessore,1970,10,37.1,339
Jessore,1970,11,32.1,10
Jessore,1970,12,27.8,0
Khulna,1970,1,28.8,0
Khulna,1970,2,34.1,0
Khulna,1970,3,37.2,0
Khulna,1970,4,37.2,51
Khulna,1970,5,37.3,129
Khulna,1970,6,36.7,548
Khulna,1970,7,36.1,634
Khulna,1970,8,36.1,270
Khulna,1970,9,35,115
Khulna,1970,10,36.1,190
Khulna,1970,11,33.9,13
Khulna,1970,12,30.6,0
Maijdee Court,1970,1,27.2,16
Maijdee Court,1970,2,30.6,65
Maijdee Court,1970,3,34.9,5
Maijdee Court,1970,4,34.9,217
Maijdee Court,1970,5,35.5,127
Maijdee Court,1970,6,32.6,574
Maijdee Court,1970,7,34.9,692
Maijdee Court,1970,8,33.8,696
Maijdee Court,1970,9,32.4,554
Maijdee Court,1970,10,33.3,569
Maijdee Court,1970,11,30.8,151
Maijdee Court,1970,12,27.8,0
Mymensingh,1970,1,25.6,23
Mymensingh,1970,2,31.7,0
Mymensingh,1970,3,36.1,6
Mymensingh,1970,4,37.2,117
Mymensingh,1970,5,36.7,176
Mymensingh,1970,6,33.9,570
Mymensingh,1970,7,32.8,323
Mymensingh,1970,8,35,207
Mymensingh,1970,9,33.9,242
Mymensingh,1970,10,34,274
Mymensingh,1970,11,30.6,8
Mymensingh,1970,12,27.8,0
Rajshahi,1970,1,25.8,30
Rajshahi,1970,2,30,7
Rajshahi,1970,3,35,3
Rajshahi,1970,4,36.8,13
Rajshahi,1970,5,35.3,117
Rajshahi,1970,6,35.6,372
Rajshahi,1970,7,32.7,446
Rajshahi,1970,8,32.8,135
Rajshahi,1970,9,32.6,152
Rajshahi,1970,10,32.7,228
Rajshahi,1970,11,30.5,4
Rajshahi,1970,12,27.4,0
Rangamati,1970,1,30,6
Rangamati,1970,2,36,54
Rangamati,1970,3,36.7,15
Rangamati,1970,4,37.6,38
Rangamati,1970,5,37.4,111
Rangamati,1970,6,34.8,274
Rangamati,1970,7,35,1276
Rangamati,1970,8,34.8,326
Rangamati,1970,9,33.2,200
Rangamati,1970,10,34.8,155
Rangamati,1970,11,31.6,109
Rangamati,1970,12,30.9,0
Rangpur,1970,1,25.8,29
Rangpur,1970,2,28.7,6
Rangpur,1970,3,37.6,5
Rangpur,1970,4,37.7,39
Rangpur,1970,5,37.6,162
Rangpur,1970,6,36.7,527
Rangpur,1970,7,34.3,503
Rangpur,1970,8,34.4,440
Rangpur,1970,9,35,242
Rangpur,1970,10,33.8,39
Rangpur,1970,11,33.8,5
Rangpur,1970,12,27.3,0
Sandwip,1970,1,27.1,0
Sandwip,1970,2,30.6,27
Sandwip,1970,3,35.1,57
Sandwip,1970,4,34.4,231
Sandwip,1970,5,33.1,150
Sandwip,1970,6,32.3,327
Sandwip,1970,7,34.1,812
Sandwip,1970,8,34.3,597
Sandwip,1970,9,32.3,282
Sandwip,1970,10,33.9,428
Sandwip,1970,11,31.6,148
Sandwip,1970,12,27.1,0
Satkhira,1970,1,28.3,0
Satkhira,1970,2,32.8,47
Satkhira,1970,3,36.8,22
Satkhira,1970,4,37.7,4
Satkhira,1970,5,37.2,59
Satkhira,1970,6,35,296
Satkhira,1970,7,34.4,356
Satkhira,1970,8,35,274
Satkhira,1970,9,33.9,377
Satkhira,1970,10,32.8,100
Satkhira,1970,11,31.1,9
Satkhira,1970,12,30,0
Srimangal,1970,1,26.6,36
Srimangal,1970,2,31.1,6
Srimangal,1970,3,36.1,97
Srimangal,1970,4,36.1,79
Srimangal,1970,5,37.7,79
Srimangal,1970,6,35,418
Srimangal,1970,7,34.1,657
Srimangal,1970,8,34.4,267
Srimangal,1970,9,33.8,420
Srimangal,1970,10,33.3,213
Srimangal,1970,11,31.1,31
Srimangal,1970,12,28.3,0
Sylhet,1970,1,27.2,62
Sylhet,1970,2,30,65
Sylhet,1970,3,33.9,60
Sylhet,1970,4,34.4,466
Sylhet,1970,5,34.4,851
Sylhet,1970,6,35,955
Sylhet,1970,7,35,1076
Sylhet,1970,8,34.4,662
Sylhet,1970,9,33.9,622
Sylhet,1970,10,33.9,608
Sylhet,1970,11,31.7,47
Sylhet,1970,12,28.9,0
Barisal,1971,1,27.9,7
Barisal,1971,2,31.4,1
Barisal,1971,3,34.7,6
Barisal,1971,4,34.1,138
Barisal,1971,5,35.2,286
Barisal,1971,6,32.8,503
Barisal,1971,7,32.8,250
Barisal,1971,8,31.4,351
Barisal,1971,9,33.9,394
Barisal,1971,10,33.4,152
Barisal,1971,11,30.1,114
Barisal,1971,12,28.6,0
Bhola,1971,1,27.3,0
Bhola,1971,2,30.9,0
Bhola,1971,3,34.8,0
Bhola,1971,4,33.4,85
Bhola,1971,5,34.4,283
Bhola,1971,6,31.9,584
Bhola,1971,7,32.4,409
Bhola,1971,8,30.9,381
Bhola,1971,9,34.1,409
Bhola,1971,10,32.9,107
Bhola,1971,11,31.1,175
Bhola,1971,12,28.6,0
Bogra,1971,1,26.7,13
Bogra,1971,2,32.2,4
Bogra,1971,3,37.2,9
Bogra,1971,4,35.9,56
Bogra,1971,5,34.1,168
Bogra,1971,6,33.5,303
Bogra,1971,7,34.4,353
Bogra,1971,8,32.2,312
Bogra,1971,9,34.4,392
Bogra,1971,10,32.7,128
Bogra,1971,11,29.9,41
Bogra,1971,12,28.1,0
Chandpur,1971,1,25,3
Chandpur,1971,2,30.6,8
Chandpur,1971,3,32.8,54
Chandpur,1971,4,33.4,135
Chandpur,1971,5,33.4,251
Chandpur,1971,6,33.3,347
Chandpur,1971,7,31.8,426
Chandpur,1971,8,31.9,332
Chandpur,1971,9,33.9,229
Chandpur,1971,10,33.3,106
Chandpur,1971,11,29.4,29
Chandpur,1971,12,27.1,2
Chittagong (IAP-Patenga),1971,1,28,10
Chittagong (IAP-Patenga),1971,2,31.2,0
Chittagong (IAP-Patenga),1971,3,31.8,34
Chittagong (IAP-Patenga),1971,4,32.8,43
Chittagong (IAP-Patenga),1971,5,34.4,63
Chittagong (IAP-Patenga),1971,6,33.4,853
Chittagong (IAP-Patenga),1971,7,31.9,949
Chittagong (IAP-Patenga),1971,8,32.3,707
Chittagong (IAP-Patenga),1971,9,34,184
Chittagong (IAP-Patenga),1971,10,32.3,59
Chittagong (IAP-Patenga),1971,11,30.8,41
Chittagong (IAP-Patenga),1971,12,27.8,3
Comilla,1971,1,28.9,5
Comilla,1971,2,31.7,10
Comilla,1971,3,36.1,26
Comilla,1971,4,33.2,135
Comilla,1971,5,35,222
Comilla,1971,6,34.3,219
Comilla,1971,7,33.3,291
Comilla,1971,8,32.2,307
Comilla,1971,9,37.8,240
Comilla,1971,10,33.3,166
Comilla,1971,11,31.7,57
Comilla,1971,12,27.8,2
Cox's Bazar,1971,1,28.1,4
Cox's Bazar,1971,2,30.6,0
Cox's Bazar,1971,3,33.3,8
Cox's Bazar,1971,4,32.2,52
Cox's Bazar,1971,5,33.2,155
Cox's Bazar,1971,6,32.8,1179
Cox's Bazar,1971,7,33.1,1518
Cox's Bazar,1971,8,30.8,680
Cox's Bazar,1971,9,33.3,112
Cox's Bazar,1971,10,33.5,163
Cox's Bazar,1971,11,31.6,91
Cox's Bazar,1971,12,28.5,4
Dhaka,1971,1,26.7,3
Dhaka,1971,2,31.6,28
Dhaka,1971,3,33.9,40
Dhaka,1971,4,34.7,87
Dhaka,1971,5,35.3,344
Dhaka,1971,6,32.8,339
Dhaka,1971,7,33.3,550
Dhaka,1971,8,32.7,540
Dhaka,1971,9,33.8,269
Dhaka,1971,10,32.8,118
Dhaka,1971,11,30.2,95
Dhaka,1971,12,27.7,3
Dinajpur,1971,1,30.6,8
Dinajpur,1971,2,32.2,11
Dinajpur,1971,3,36.7,0
Dinajpur,1971,4,35,44
Dinajpur,1971,5,33.3,162
Dinajpur,1971,6,33.4,339
Dinajpur,1971,7,32.2,422
Dinajpur,1971,8,33.3,295
Dinajpur,1971,9,36.1,94
Dinajpur,1971,10,32.8,302
Dinajpur,1971,11,31.7,0
Dinajpur,1971,12,27.2,1
Faridpur,1971,1,26.7,12
Faridpur,1971,2,31.1,9
Faridpur,1971,3,33.7,27
Faridpur,1971,4,34.6,119
Faridpur,1971,5,33.5,225
Faridpur,1971,6,32.9,336
Faridpur,1971,7,33.9,278
Faridpur,1971,8,32.2,538
Faridpur,1971,9,33.9,292
Faridpur,1971,10,33.9,135
Faridpur,1971,11,31.1,66
Faridpur,1971,12,25.6,1
Hatiya,1971,1,26.1,0
Hatiya,1971,2,29.4,8
Hatiya,1971,3,31.9,44
Hatiya,1971,4,32.4,106
Hatiya,1971,5,32.4,268
Hatiya,1971,6,31.8,556
Hatiya,1971,7,34.3,790
Hatiya,1971,8,31.5,989
Hatiya,1971,9,30.9,430
Hatiya,1971,10,33.7,202
Hatiya,1971,11,30.4,50
Hatiya,1971,12,27,7
Ishurdi,1971,1,25.6,0
Ishurdi,1971,2,30.2,9
Ishurdi,1971,3,35.1,15
Ishurdi,1971,4,36.7,72
Ishurdi,1971,5,35.4,176
Ishurdi,1971,6,34.9,276
Ishurdi,1971,7,33.9,0
Ishurdi,1971,8,32.5,532
Ishurdi,1971,9,32.6,261
Ishurdi,1971,10,32.1,93
Ishurdi,1971,11,30.4,8
Ishurdi,1971,12,27.1,5
Jessore,1971,1,31.4,16
Jessore,1971,2,31.7,0
Jessore,1971,3,34.7,31
Jessore,1971,4,35.9,61
Jessore,1971,5,35.3,141
Jessore,1971,6,34.7,421
Jessore,1971,7,33.3,489
Jessore,1971,8,32.4,500
Jessore,1971,9,36.1,313
Jessore,1971,10,32.9,112
Jessore,1971,11,31.1,15
Jessore,1971,12,28,4
Khulna,1971,1,27.2,0
Khulna,1971,2,31.3,0
Khulna,1971,3,37.7,26
Khulna,1971,4,35.2,38
Khulna,1971,5,35,90
Khulna,1971,6,34.5,121
Khulna,1971,7,35.1,122
Khulna,1971,8,32.7,198
Khulna,1971,9,36.6,126
Khulna,1971,10,35.4,132
Khulna,1971,11,33.2,8
Khulna,1971,12,29.7,1
Maijdee Court,1971,1,26.7,0
Maijdee Court,1971,2,29.9,0
Maijdee Court,1971,3,33.8,15
Maijdee Court,1971,4,32.8,106
Maijdee Court,1971,5,37.6,282
Maijdee Court,1971,6,32.1,644
Maijdee Court,1971,7,32.2,888
Maijdee Court,1971,8,32.2,870
Maijdee Court,1971,9,33.8,425
Maijdee Court,1971,10,33.3,243
Maijdee Court,1971,11,30.6,172
Maijdee Court,1971,12,28.3,3
Mymensingh,1971,1,25.7,2
Mymensingh,1971,2,29.3,8
Mymensingh,1971,3,32.6,26
Mymensingh,1971,4,33.6,93
Mymensingh,1971,5,32.8,297
Mymensingh,1971,6,32.2,399
Mymensingh,1971,7,31.8,398
Mymensingh,1971,8,38.2,376
Mymensingh,1971,9,35.6,439
Mymensingh,1971,10,35.6,102
Mymensingh,1971,11,31.1,58
Mymensingh,1971,12,28.3,1
Rajshahi,1971,1,26.6,22
Rajshahi,1971,2,30.9,14
Rajshahi,1971,3,35,9
Rajshahi,1971,4,36.8,43
Rajshahi,1971,5,35.3,93
Rajshahi,1971,6,34.9,277
Rajshahi,1971,7,34.7,452
Rajshahi,1971,8,35.6,452
Rajshahi,1971,9,35.9,264
Rajshahi,1971,10,35.9,81
Rajshahi,1971,11,31.6,86
Rajshahi,1971,12,29.4,1
Rangamati,1971,1,28.6,5
Rangamati,1971,2,32.3,0
Rangamati,1971,3,36.2,0
Rangamati,1971,4,34.5,103
Rangamati,1971,5,36.1,133
Rangamati,1971,6,35,693
Rangamati,1971,7,32.2,399
Rangamati,1971,8,32.9,507
Rangamati,1971,9,36.2,164
Rangamati,1971,10,33.4,72
Rangamati,1971,11,31.9,114
Rangamati,1971,12,29.3,1
Rangpur,1971,1,37.8,12
Rangpur,1971,2,30.1,2
Rangpur,1971,3,32.5,2
Rangpur,1971,4,34.1,2
Rangpur,1971,5,32.8,2
Rangpur,1971,6,34.4,121
Rangpur,1971,7,36.8,298
Rangpur,1971,8,34.4,438
Rangpur,1971,9,34.1,403
Rangpur,1971,10,36.7,250
Rangpur,1971,11,31.4,49
Rangpur,1971,12,28.9,0
Sandwip,1971,1,27.1,4
Sandwip,1971,2,30.6,1
Sandwip,1971,3,33.1,0
Sandwip,1971,4,32.6,159
Sandwip,1971,5,34.1,263
Sandwip,1971,6,32.6,922
Sandwip,1971,7,32.1,780
Sandwip,1971,8,31.3,1113
Sandwip,1971,9,33.9,273
Sandwip,1971,10,34.6,259
Sandwip,1971,11,31.6,175
Sandwip,1971,12,28.1,0
Satkhira,1971,1,29.9,0
Satkhira,1971,2,30.9,10
Satkhira,1971,3,35.6,0
Satkhira,1971,4,35.5,65
Satkhira,1971,5,36.1,145
Satkhira,1971,6,35,401
Satkhira,1971,7,34.4,598
Satkhira,1971,8,33.3,289
Satkhira,1971,9,35.6,263
Satkhira,1971,10,34.4,198
Satkhira,1971,11,32.2,1
Satkhira,1971,12,27.8,3
Srimangal,1971,1,26.6,4
Srimangal,1971,2,31.6,0
Srimangal,1971,3,36.1,29
Srimangal,1971,4,33.7,194
Srimangal,1971,5,33.2,362
Srimangal,1971,6,32.5,458
Srimangal,1971,7,32.7,304
Srimangal,1971,8,33.8,224
Srimangal,1971,9,34.4,116
Srimangal,1971,10,33.3,249
Srimangal,1971,11,32.2,99
Srimangal,1971,12,28.8,1
Sylhet,1971,1,26.9,22
Sylhet,1971,2,31.4,7
Sylhet,1971,3,35.6,120
Sylhet,1971,4,31.8,315
Sylhet,1971,5,33.4,430
Sylhet,1971,6,33.9,731
Sylhet,1971,7,34.5,510
Sylhet,1971,8,33.3,571
Sylhet,1971,9,34.3,349
Sylhet,1971,10,33.2,259
Sylhet,1971,11,31.2,85
Sylhet,1971,12,27.5,4
Barisal,1972,1,28.3,0
Barisal,1972,2,31.4,58
Barisal,1972,3,35,0
Barisal,1972,4,37.2,121
Barisal,1972,5,36.1,130
Barisal,1972,6,36.4,262
Barisal,1972,7,35.1,248
Barisal,1972,8,33.4,458
Barisal,1972,9,34.7,90
Barisal,1972,10,33.9,29
Barisal,1972,11,32.6,0
Barisal,1972,12,30.9,0
Bhola,1972,1,28.9,0
Bhola,1972,2,30.8,13
Bhola,1972,3,35.2,0
Bhola,1972,4,35.5,59
Bhola,1972,5,35.4,64
Bhola,1972,6,35.2,512
Bhola,1972,7,34.8,242
Bhola,1972,8,32.4,586
Bhola,1972,9,34.4,42
Bhola,1972,10,34.5,167
Bhola,1972,11,32.8,0
Bhola,1972,12,32.6,0
Bogra,1972,1,27.2,3
Bogra,1972,2,30.6,16
Bogra,1972,3,37.5,14
Bogra,1972,4,40.9,6
Bogra,1972,5,41.9,134
Bogra,1972,6,36.7,268
Bogra,1972,7,36.7,307
Bogra,1972,8,37.8,261
Bogra,1972,9,35.6,137
Bogra,1972,10,34.4,101
Bogra,1972,11,31.6,0
Bogra,1972,12,30.6,0
Chandpur,1972,1,25.9,3
Chandpur,1972,2,30.5,8
Chandpur,1972,3,32.8,54
Chandpur,1972,4,33.4,135
Chandpur,1972,5,33.4,251
Chandpur,1972,6,33.3,347
Chandpur,1972,7,31.8,426
Chandpur,1972,8,31.9,332
Chandpur,1972,9,32.2,229
Chandpur,1972,10,32.1,106
Chandpur,1972,11,30.8,29
Chandpur,1972,12,27.3,2
Chittagong (IAP-Patenga),1972,1,26.8,0
Chittagong (IAP-Patenga),1972,2,29.2,2
Chittagong (IAP-Patenga),1972,3,33.7,0
Chittagong (IAP-Patenga),1972,4,37.8,87
Chittagong (IAP-Patenga),1972,5,34.4,20
Chittagong (IAP-Patenga),1972,6,34.3,457
Chittagong (IAP-Patenga),1972,7,37.8,372
Chittagong (IAP-Patenga),1972,8,32.4,565
Chittagong (IAP-Patenga),1972,9,32,263
Chittagong (IAP-Patenga),1972,10,34.9,88
Chittagong (IAP-Patenga),1972,11,32.9,0
Chittagong (IAP-Patenga),1972,12,32.2,0
Comilla,1972,1,26.3,0
Comilla,1972,2,29.7,0
Comilla,1972,3,36.2,15
Comilla,1972,4,35.3,117
Comilla,1972,5,35.2,252
Comilla,1972,6,37.8,369
Comilla,1972,7,35.6,206
Comilla,1972,8,34.2,385
Comilla,1972,9,35.3,69
Comilla,1972,10,34.4,57
Comilla,1972,11,33.3,1
Comilla,1972,12,31.7,0
Cox's Bazar,1972,1,28.6,0
Cox's Bazar,1972,2,29.3,4
Cox's Bazar,1972,3,32.8,0
Cox's Bazar,1972,4,32.8,52
Cox's Bazar,1972,5,34.9,124
Cox's Bazar,1972,6,33.3,288
Cox's Bazar,1972,7,32.2,324
Cox's Bazar,1972,8,31.7,839
Cox's Bazar,1972,9,34.4,56
Cox's Bazar,1972,10,33.3,440
Cox's Bazar,1972,11,32.2,1
Cox's Bazar,1972,12,32.2,0
Dhaka,1972,1,30.5,0
Dhaka,1972,2,31.7,11
Dhaka,1972,3,36.7,12
Dhaka,1972,4,36.8,248
Dhaka,1972,5,36.1,340
Dhaka,1972,6,35.2,353
Dhaka,1972,7,35.6,249
Dhaka,1972,8,32.4,380
Dhaka,1972,9,34.6,110
Dhaka,1972,10,33.8,105
Dhaka,1972,11,31.1,0
Dhaka,1972,12,30.9,0
Dinajpur,1972,1,28.9,4
Dinajpur,1972,2,30,0
Dinajpur,1972,3,37.2,4
Dinajpur,1972,4,35,44
Dinajpur,1972,5,33.3,162
Dinajpur,1972,6,37.5,171
Dinajpur,1972,7,37.2,264
Dinajpur,1972,8,36.4,371
Dinajpur,1972,9,37.5,130
Dinajpur,1972,10,37,52
Dinajpur,1972,11,34.2,0
Dinajpur,1972,12,33,0
Faridpur,1972,1,27.2,0
Faridpur,1972,2,31.1,70
Faridpur,1972,3,37.2,2
Faridpur,1972,4,36.7,177
Faridpur,1972,5,37.2,257
Faridpur,1972,6,36.1,246
Faridpur,1972,7,35.6,203
Faridpur,1972,8,33.9,366
Faridpur,1972,9,35,259
Faridpur,1972,10,34.3,62
Faridpur,1972,11,30.9,0
Faridpur,1972,12,29.9,0
Hatiya,1972,1,26.1,0
Hatiya,1972,2,29.4,8
Hatiya,1972,3,31.9,44
Hatiya,1972,4,32.4,106
Hatiya,1972,5,32.4,268
Hatiya,1972,6,31.8,566
Hatiya,1972,7,30.5,686
Hatiya,1972,8,30.7,570
Hatiya,1972,9,31.3,404
Hatiya,1972,10,31,202
Hatiya,1972,11,30.4,50
Hatiya,1972,12,27,7
Ishurdi,1972,1,25.6,4
Ishurdi,1972,2,30.2,0
Ishurdi,1972,3,35.1,0
Ishurdi,1972,4,41,27
Ishurdi,1972,5,42.8,130
Ishurdi,1972,6,39.2,159
Ishurdi,1972,7,37.5,217
Ishurdi,1972,8,34,228
Ishurdi,1972,9,35.6,138
Ishurdi,1972,10,34.4,45
Ishurdi,1972,11,31.7,0
Ishurdi,1972,12,31.1,0
Jessore,1972,1,26.8,0
Jessore,1972,2,32.2,4
Jessore,1972,3,36.9,7
Jessore,1972,4,37.7,37
Jessore,1972,5,37.5,22
Jessore,1972,6,37.4,110
Jessore,1972,7,35.5,169
Jessore,1972,8,33.9,372
Jessore,1972,9,35.8,131
Jessore,1972,10,35.5,17
Jessore,1972,11,32.8,1
Jessore,1972,12,31.1,0
Khulna,1972,1,30.6,0
Khulna,1972,2,34.1,5
Khulna,1972,3,37.4,10
Khulna,1972,4,37.7,79
Khulna,1972,5,37.7,154
Khulna,1972,6,34.5,331
Khulna,1972,7,36.6,201
Khulna,1972,8,32.2,277
Khulna,1972,9,32.9,223
Khulna,1972,10,32.7,125
Khulna,1972,11,31,19
Khulna,1972,12,28,1
Maijdee Court,1972,1,26.4,5
Maijdee Court,1972,2,30,59
Maijdee Court,1972,3,35.6,10
Maijdee Court,1972,4,34.4,46
Maijdee Court,1972,5,33.8,123
Maijdee Court,1972,6,35.5,490
Maijdee Court,1972,7,34.4,538
Maijdee Court,1972,8,32.2,722
Maijdee Court,1972,9,34.9,105
Maijdee Court,1972,10,33.8,95
Maijdee Court,1972,11,32.2,13
Maijdee Court,1972,12,31.4,0
Mymensingh,1972,1,25.7,0
Mymensingh,1972,2,28.3,20
Mymensingh,1972,3,32.6,52
Mymensingh,1972,4,37.2,89
Mymensingh,1972,5,35,127
Mymensingh,1972,6,35.6,625
Mymensingh,1972,7,36.7,418
